t,episode,true_task_idx,pred_task_idx,exec_task_idx,x_before,vx_before,x_after,vx_after,true_goal
764,7,1,1,1,-24.905464826471405,-2.272255800799999,-26.34941511735433,-1.176442822194492,-2.0
765,7,1,1,1,-26.34941511735433,-1.176442822194492,-26.399057768647,-1.1029458393322151,-2.0
766,7,1,1,1,-26.399057768647,-1.1029458393322151,-26.93715262424374,-1.8359224376049943,-2.0
767,7,1,1,1,-26.93715262424374,-1.8359224376049943,-26.992679929392068,-1.4218262811793947,-2.0
768,7,1,1,1,-26.992679929392068,-1.4218262811793947,-27.685714372828137,-1.4651958729961791,-2.0
769,7,1,1,1,-27.685714372828137,-1.4651958729961791,-27.92253422739354,-2.017014869421021,-2.0
770,7,1,1,1,-27.92253422739354,-2.017014869421021,-27.99873251990412,-1.8079884966977484,-2.0
771,7,1,1,1,-27.99873251990412,-1.8079884966977484,-28.07739140658877,-2.2305717617147964,-2.0
772,7,1,1,1,-28.07739140658877,-2.2305717617147964,-28.406719375972745,-1.999649042660589,-2.0
773,7,1,1,1,-28.406719375972745,-1.999649042660589,-28.47945619762065,-0.9438676858280964,-2.0
774,7,1,1,1,-28.47945619762065,-0.9438676858280964,-29.075855185379044,-1.6880619280318654,-2.0
775,7,1,1,1,-29.075855185379044,-1.6880619280318654,-29.134370907542166,-1.2718213408503911,-2.0
776,7,1,1,1,-29.134370907542166,-1.2718213408503911,-29.190454932372607,-1.598247059130725,-2.0
777,7,1,1,1,-29.190454932372607,-1.598247059130725,-29.241334323044217,-0.9228173087582638,-2.0
778,7,1,1,1,-29.241334323044217,-0.9228173087582638,-29.28386967016409,-1.2159389971250265,-2.0
779,7,1,1,1,-29.28386967016409,-1.2159389971250265,-29.33035782489573,-1.0711246126598597,-2.0
780,7,1,1,1,-29.33035782489573,-1.0711246126598597,-29.386802449227712,-1.7336966433285397,-2.0
781,7,1,1,1,-29.386802449227712,-1.7336966433285397,-29.460187435750974,-1.9060394790170327,-2.0
782,7,1,1,1,-29.460187435750974,-1.9060394790170327,-29.569875832488027,-2.016663311406737,-2.0
783,7,1,1,1,-29.569875832488027,-2.016663311406737,-29.63473588093833,-1.336711620700954,-2.0
784,7,1,1,1,-29.63473588093833,-1.336711620700954,-29.71112195727738,-2.3282883904291265,-2.0
785,7,1,1,1,-29.71112195727738,-2.3282883904291265,-29.783176507604534,-1.336793689867641,-2.0
786,7,1,1,1,-29.783176507604534,-1.336793689867641,-29.83696760811516,-1.3673862271796422,-2.0
787,7,1,1,1,-29.83696760811516,-1.3673862271796422,-29.903759060853474,-1.9425776411113884,-2.0
788,7,1,1,1,-29.903759060853474,-1.9425776411113884,-29.988975608473016,-2.2140857161522605,-2.0
789,7,1,1,1,-29.988975608473016,-2.2140857161522605,-31.05834138631374,-0.9823510610673196,-2.0
790,7,1,1,1,-31.05834138631374,-0.9823510610673196,-31.10258673667394,-0.994626409013564,-2.0
