t,episode,true_task_idx,pred_task_idx,exec_task_idx,x_before,vx_before,x_after,vx_after,true_goal
33,0,1,1,1,-9.148417935008036,-0.9637576341629028,-9.412901953095425,-2.644840180873871,-10.0
34,0,1,1,1,-9.412901953095425,-2.644840180873871,-9.733122483128536,-3.202205300331116,-10.0
35,0,1,1,1,-9.733122483128536,-3.202205300331116,-9.784161959076156,-0.5103947594761848,-10.0
36,0,1,1,1,-9.784161959076156,-0.5103947594761848,-9.661625106120336,1.2253685295581818,-10.0
37,0,1,1,1,-9.661625106120336,1.2253685295581818,-9.672284720698226,-0.1065961457788944,-10.0
38,0,1,1,1,-9.672284720698226,-0.1065961457788944,-9.59045148477875,0.8183323591947556,-10.0
39,0,1,1,1,-9.59045148477875,0.8183323591947556,-9.554606588790048,0.3584489598870277,-10.0
40,0,1,1,1,-9.554606588790048,0.3584489598870277,-9.44172939867698,1.1287719011306765,-10.0
41,0,1,1,1,-9.44172939867698,1.1287719011306765,-9.16568187088691,2.760475277900696,-10.0
42,0,1,1,1,-9.16568187088691,2.760475277900696,-9.147620301926365,0.1806156896054744,-10.0
43,0,1,1,1,-9.147620301926365,0.1806156896054744,-9.423450928414097,-2.75830626487732,-10.0
44,0,1,1,1,-9.423450928414097,-2.75830626487732,-9.288084324681986,1.3536660373210907,-10.0
45,0,1,1,1,-9.288084324681986,1.3536660373210907,-9.534131910884607,-2.4604758620262146,-10.0
46,0,1,1,1,-9.534131910884607,-2.4604758620262146,-9.636526186251867,-1.0239427536725998,-10.0
47,0,1,1,1,-9.636526186251867,-1.0239427536725998,-9.674459107452858,-0.3793292120099067,-10.0
48,0,1,1,1,-9.674459107452858,-0.3793292120099067,-9.744633130961883,-0.7017402350902557,-10.0
49,0,1,1,1,-9.744633130961883,-0.7017402350902557,-9.609246932202804,1.3538619875907898,-10.0
50,0,1,1,1,-9.609246932202804,1.3538619875907898,-9.453578658634653,1.5566827356815338,-10.0
51,0,1,1,1,-9.453578658634653,1.5566827356815338,-9.606513716513144,-1.5293505787849426,-10.0
52,0,1,1,1,-9.606513716513144,-1.5293505787849426,-9.613269193796295,-0.0675547728314995,-10.0
53,0,1,1,1,-9.613269193796295,-0.0675547728314995,-9.56530037405886,0.4796881973743438,-10.0
54,0,1,1,1,-9.56530037405886,0.4796881973743438,-9.723127810982842,-1.5782743692398071,-10.0
55,0,1,1,1,-9.723127810982842,-1.5782743692398071,-9.974507449893135,-2.513796389102936,-10.0
56,0,1,1,1,-9.974507449893135,-2.513796389102936,-9.830036400584358,1.4447104930877686,-10.0
57,0,1,1,1,-9.830036400584358,1.4447104930877686,-9.859537034062525,-0.2950063347816467,-10.0
58,0,1,1,1,-9.859537034062525,-0.2950063347816467,-9.839812059653775,0.1972497440874576,-10.0
59,0,1,1,1,-9.839812059653775,0.1972497440874576,-9.834290375700077,0.0552168395370245,-10.0
60,0,1,1,1,-9.834290375700077,0.0552168395370245,-9.79275683849104,0.4153353720903396,-10.0
61,0,1,1,1,-9.79275683849104,0.4153353720903396,-9.91290347068556,-1.2014663219451904,-10.0
62,0,1,1,1,-9.91290347068556,-1.2014663219451904,-9.8510633797849,0.6184009090065956,-10.0
63,0,1,1,1,-9.8510633797849,0.6184009090065956,-9.87448148406096,-0.2341810427606105,-10.0
64,0,1,1,1,-9.87448148406096,-0.2341810427606105,-9.95947686559506,-0.8499538153409958,-10.0
65,0,1,1,1,-9.95947686559506,-0.8499538153409958,-9.813580460613448,1.4589640498161316,-10.0
